treatment company,azimuth,md (ft),tvd (ft),date on production,operator,footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,gas production
treatment company 4,-54.389998999999996,14430.0,6063.0,2016-10-01,operator 7,7662.0,1387.3361,10.52,10.0,0.0,34653.08,0.45,0.01,0.33,,4.8,0.46,13386.02,6917.09,30.79,4223.0,,98.0,41.0,,1.13,1306.1427842624996
treatment company 11,-31.889999,13421.0,7367.0,2013-01-01,operator 6,5953.0,4258.7705,0.5,8.0,0.0,34735.75,0.42,0.04,0.22,,4.38,0.66,11263.09,6799.16,27.55,4872.0,8610.0,85.0,9.0,7674165.0,1.32,3898.8358101312506
treatment company 5,-28.950001,11582.0,6103.0,2018-02-01,operator 11,5229.0,2450.312,27.22,3.0,0.0,34784.01,0.35,0.02,0.33,,4.65,0.6,13164.73,7033.62,31.16,3812.0,,70.0,25.0,7479150.0,0.92,778.6013859918753
treatment company 5,-48.970001,15836.0,7642.0,2014-01-01,operator 18,7615.0,2676.968,45.85,11.0,4678.0,34671.02,0.93,0.07,0.35,0.66,5.19,0.72,11840.33,6381.94,29.35,5870.0,,77.0,48.0,,0.75,1167.40704303125
treatment company 9,19.049999,10772.0,6209.0,2013-07-01,operator 14,3418.0,1656.1378,6.57,7.0,6001.0,35374.55,0.64,0.05,0.25,,5.16,0.46,13169.65,6777.69,27.09,4814.0,,83.0,17.0,6402458.0,1.09,1938.4167348625
treatment company 11,-37.889998999999996,15270.0,7176.0,2016-06-01,operator 14,7821.0,2447.3274,13.85,4.0,5375.0,33738.99,1.19,0.04,0.31,,4.6,0.45,12357.1,6760.27,28.96,4918.0,,81.0,42.0,15963578.0,1.05,4844.71739195625
treatment company 29,,11798.0,6225.0,2012-01-01,operator 25,5457.0,3415.2183,12.15,7.0,0.0,30242.3,0.26,0.02,0.34,,4.68,0.61,13239.24,6958.72,30.94,3740.0,,90.0,13.0,,1.22,2222.9048281
treatment company 10,-1.96,18194.0,6711.0,2017-09-01,operator 4,11233.0,1150.5063,11.16,8.0,2475.0,35171.06,1.37,0.02,0.21,,5.12,0.6,12929.03,7035.11,29.23,5258.0,,100.0,27.0,10814362.0,1.2,1460.0604126375
treatment company 1,-47.259997999999996,14496.0,8703.0,2011-07-01,operator 20,5694.0,3116.7705,179.75,1.0,2658.0,35162.27,0.96,0.06,0.3,0.31,,0.76,12047.23,7083.68,32.11,5788.0,,92.0,14.0,5017538.0,1.23,1358.9238655687502
treatment company 10,-52.880001,17227.0,7392.0,2013-07-01,operator 4,8806.0,2172.4915,30.43,17.0,0.0,34802.83,0.37,0.03,0.33,0.87,4.64,0.62,12946.97,7069.71,31.36,5605.0,,71.0,53.0,8107622.0,0.45,4097.5285837562515
treatment company 10,-51.869999,22881.0,7557.0,2017-06-01,operator 11,15139.0,1561.5787,4.97,8.0,5609.0,34322.99,0.58,0.04,0.33,0.85,4.81,0.53,12693.31,7191.67,31.83,5386.0,,70.0,76.0,22758276.0,1.01,5857.975737287499
treatment company 10,-74.650002,8670.0,5413.0,2013-01-01,operator 22,2886.03,4305.4941,10.51,12.0,0.0,34872.9,0.45,0.02,0.33,0.79,4.73,0.6,13262.2,7026.82,31.1,4431.0,,86.0,16.0,4179952.0,1.04,809.1201720749998
treatment company 9,-25.35,15955.0,7011.0,2014-06-01,operator 5,8578.0,557.0519400000001,1.2,8.0,4390.0,30402.17,0.05,0.02,0.34,0.88,4.66,0.67,13160.78,6912.23,30.8,4897.0,,78.0,39.0,9891606.0,0.91,2478.1858024875
treatment company 10,-74.199997,11294.0,6238.0,2015-02-01,operator 11,3818.0,1614.6127,24.58,15.0,4741.0,34833.46,0.63,0.01,0.33,,4.92,0.45,13484.58,6959.23,30.88,4392.0,,70.0,19.0,7460994.0,1.04,564.752037048125
treatment company 16,-58.34,17550.0,6803.0,2015-08-01,operator 13,9367.0,3730.5693,4.71,8.0,0.0,31348.63,0.65,0.01,0.34,,5.2,0.21,13702.39,6897.95,30.68,,,79.0,30.0,17648568.0,0.89,1496.8437235250005
treatment company 6,-73.610001,11226.0,7764.0,2015-05-01,operator 4,2580.0,4272.9204,13.51,11.0,7611.0,32701.41,0.84,0.05,0.32,0.73,5.1,0.68,12522.33,7312.74,32.37,5772.0,,94.0,17.0,4259347.0,0.9,1316.2165314499996
treatment company 14,-37.16,16219.0,6590.0,2018-10-01,operator 13,8954.0,,8.05,13.0,5756.0,29284.0,0.48,0.01,0.33,0.87,4.58,0.3,13668.41,6917.02,30.72,4696.0,,99.0,46.0,21424380.0,0.82,2037.06838878125
treatment company 8,-47.259997999999996,14655.0,8117.0,2014-07-01,operator 26,6016.0,1470.1295,2.84,29.0,9834.0,32953.42,0.72,0.05,0.32,0.76,5.45,0.84,12872.01,7261.65,32.59,6148.0,,95.0,29.0,5416194.0,0.87,1398.3037600125
treatment company 16,-11.91,16383.0,7869.0,2015-03-01,operator 4,7023.0,1490.9745,24.31,2.0,3451.0,32707.33,0.06,0.02,0.34,,4.6,0.72,13182.41,6891.36,30.76,5670.0,,99.0,46.0,9256170.0,0.97,2908.514308593125
treatment company 1,-37.529999,20196.0,6080.0,2018-04-01,operator 11,13585.0,729.07648,10.36,8.0,0.0,34069.44,0.55,0.02,0.34,,,0.49,13390.83,6986.34,30.94,4285.0,,93.0,68.0,27052032.0,1.03,3222.7421139250005
treatment company 10,-15.58,12348.0,6423.0,2017-10-01,operator 4,5675.0,,3.54,10.0,0.0,34786.71,0.42,0.01,0.33,0.86,4.74,0.45,13604.97,6962.41,30.84,2968.0,,97.0,29.0,12831735.0,1.38,2042.4963568562507
treatment company 1,-19.389999,13223.0,8291.0,2012-07-01,operator 9,4469.0,769.72687,7.77,4.0,0.0,35097.13,0.46,0.02,0.33,,4.68,0.59,13210.48,7036.46,31.15,6020.0,,89.0,16.0,6048040.0,1.03,1076.296918925
treatment company 2,-27.889999,13458.0,8515.0,2014-07-01,operator 6,4393.0,3945.2959,0.92,11.0,5635.0,34729.88,1.24,0.06,0.22,,4.06,0.64,11982.15,6803.58,27.41,4632.0,,73.0,33.0,7226253.0,1.38,3314.7644955625
treatment company 1,-57.639998999999996,17375.0,6323.0,2016-02-01,operator 11,9667.0,2181.4292,1.62,7.0,3728.0,34578.14,0.59,0.02,0.34,0.86,4.91,0.43,13593.34,6961.68,30.84,4414.0,,69.0,50.0,9921711.0,0.87,2580.2515973
treatment company 2,-27.25,11518.0,5896.0,2011-01-01,operator 2,5057.0,2258.4265,34.54,7.0,6268.0,33258.19,1.2,0.1,0.19,,6.25,0.51,12169.22,7032.23,28.12,,,83.0,14.0,5343497.0,1.26,842.4039313999999
treatment company 3,-11.4,15347.0,8197.0,2017-03-01,operator 1,6900.0,1126.9015,11.61,7.0,0.0,31019.83,0.45,,0.23,,2.15,0.62,12230.7,6808.21,28.37,6473.0,,81.0,33.0,13422051.0,1.35,4722.43322600625
treatment company 12,-13.25,16737.0,8438.0,2014-07-01,operator 9,7947.0,4235.3481,28.09,7.0,5471.0,35301.86,0.92,0.04,0.27,,4.79,0.5,11603.42,7047.79,31.19,6167.0,,91.0,40.0,10842092.0,1.11,1062.312908725
treatment company 10,-36.02,10950.0,6608.0,2013-01-01,operator 11,4115.0,2423.0142,1.18,9.0,3730.0,33447.34,0.47,0.02,0.34,,4.64,0.57,13168.79,7058.84,31.22,4152.0,5889.0,69.0,20.0,9453762.0,1.28,708.3638654749999
treatment company 3,-24.879998999999998,12960.0,6505.0,2014-12-01,operator 5,6122.0,3235.2813,5.79,5.0,5167.0,29717.74,1.38,0.06,0.34,,3.85,2.0,12255.35,6470.1,29.75,5153.0,,63.0,31.0,6960185.0,0.88,1161.57982626875
treatment company 1,-24.950001,16597.0,6856.0,2019-02-01,operator 5,9336.0,2244.0457,5.93,6.0,2369.0,34854.81,0.39,0.02,0.33,0.87,4.72,0.58,13268.2,7001.02,31.04,4135.0,6044.0,75.0,48.0,19119000.0,1.24,3244.755311387501
treatment company 15,-26.610001,15984.0,6932.0,2016-01-01,operator 5,8853.0,1376.3053,9.54,10.0,0.0,31107.9,1.23,0.05,0.34,0.47,3.95,1.83,12416.37,6501.78,29.79,,,69.0,45.0,10669600.0,0.9,2871.37486769375
treatment company 1,-50.259997999999996,14782.0,6710.0,2016-10-01,operator 1,7100.0,,15.76,5.0,0.0,35143.87,0.44,0.02,0.33,0.81,4.66,0.59,13182.18,7040.94,31.17,4521.0,,100.0,35.0,13697880.0,1.32,4997.1227483625
treatment company 8,-63.279999,12104.0,5681.0,2015-10-01,operator 30,6081.0,,6.59,11.0,0.0,35192.75,0.5,0.02,0.33,,4.74,0.6,13275.54,7042.77,31.13,4762.0,,87.0,40.0,16096625.0,1.36,723.6048062387501
treatment company 4,-42.889998999999996,12292.0,7807.0,2015-10-01,operator 4,3875.0,2338.4043,58.15,2.0,0.0,34773.26,0.14,,0.34,,4.66,0.73,13074.24,6963.44,31.02,5156.0,,100.0,27.0,6536646.0,0.93,1600.2386083000006
treatment company 1,,15535.0,8567.0,2013-01-01,operator 20,6508.0,1549.3663,3.28,13.0,0.0,34897.14,0.94,0.06,0.3,0.42,5.22,0.71,12013.64,7079.6,32.06,5899.0,,78.0,11.0,5727665.0,1.56,1321.2949765812498
treatment company 4,-17.450001,12832.0,8510.0,2018-08-01,operator 20,3826.0,1399.6965,0.32,8.0,5171.0,34544.07,0.91,0.05,0.29,,4.09,0.47,11736.59,7077.61,,,,89.0,21.0,,0.92,1281.1047871875
treatment company 12,-2.78,14070.0,7396.0,2014-07-01,operator 25,6424.0,,5.03,17.0,0.0,31449.6,1.47,0.05,0.21,0.43,5.18,0.64,11388.45,6795.22,26.68,4978.0,,89.0,28.0,,1.14,1779.6342565125005
treatment company 4,-50.009997999999996,12305.0,6668.0,2016-02-01,operator 4,4518.0,2421.7644,7.53,6.0,5217.0,34155.43,0.56,,0.33,,4.75,0.4,13457.7,6923.45,30.79,5005.0,,101.0,30.0,7514660.0,0.96,1219.9304678562505
treatment company 12,,15729.0,6250.0,2019-01-01,operator 22,8666.0,,7.58,31.0,14656.0,34023.63,0.63,0.01,0.34,,4.93,0.45,13486.3,6960.06,30.88,4570.0,,100.0,43.0,,1.25,1623.7188780437498
treatment company 6,-28.959999,10960.0,5519.0,2014-07-01,operator 1,5033.0,,36.57,17.0,1975.0,35192.75,0.43,0.01,0.34,,4.72,0.57,13599.66,6944.12,30.83,4018.0,6555.0,99.0,16.0,10284349.0,1.49,693.4133855125
treatment company 5,-44.0,15776.0,7635.0,2016-04-01,operator 11,7554.0,2561.7913,23.3,7.0,6118.0,31247.1,0.62,,0.33,0.83,4.92,0.53,12639.81,7221.17,31.94,5414.0,,70.0,38.0,,0.82,2890.647697893749
treatment company 4,-22.379998999999998,15456.0,6668.0,2019-03-01,operator 14,8456.0,1473.6665,5.53,22.0,9017.0,32806.41,0.31,0.01,0.33,,4.68,0.62,13456.54,6916.17,30.79,,6631.0,108.0,41.0,20602048.0,1.34,6842.6500833125
treatment company 10,-19.32,14364.0,6500.0,2012-07-01,operator 6,7278.0,1583.2308,151.25,3.0,1307.0,30944.75,0.94,0.06,0.2,0.87,4.49,0.63,11756.69,6801.72,26.32,4679.0,,86.0,11.0,7882512.0,1.32,768.8105398437499
treatment company 4,-21.969998999999998,19053.0,8069.0,2018-06-01,operator 4,10410.0,1616.5686,15.54,7.0,65.0,35326.04,0.65,0.02,0.34,0.85,5.14,0.4,13591.62,6954.28,30.84,5734.0,9270.0,93.0,67.0,23460252.0,1.33,4373.409597268749
treatment company 25,-2.3,19512.0,6912.0,2017-12-01,operator 4,10660.0,3114.6458,14.42,13.0,0.0,34960.82,1.4,0.04,0.2,,5.17,0.64,12772.27,7061.81,29.35,5354.0,,92.0,32.0,12213729.0,1.03,1343.3502904124996
treatment company 2,-24.0,14994.0,5993.0,2015-06-01,operator 7,8262.0,,2.63,9.0,4296.0,35103.54,0.26,0.02,0.26,0.82,4.68,0.61,13239.24,6958.72,30.94,4405.0,,91.0,44.0,11997084.0,1.12,1459.554206575
treatment company 10,-53.419998,10398.0,6163.0,2014-01-01,operator 11,3561.0,1041.6877,5.03,5.0,2966.0,34191.98,0.43,0.02,0.33,0.87,4.68,0.58,13182.01,7011.47,31.09,4396.0,5908.0,70.0,17.0,8348598.0,1.16,428.42321500514436
treatment company 2,-11.47,11842.0,5709.0,2011-07-01,operator 2,5725.0,2358.1936,8.21,19.0,8241.0,34887.02,0.61,0.03,0.2,,5.24,0.38,12598.6,6992.9,27.35,3382.0,,85.0,16.0,,0.55,1396.6970617874995
treatment company 2,-45.150002,12264.0,6033.0,2015-03-01,operator 7,5740.0,,13.58,16.0,10283.0,34579.82,0.27,0.02,0.33,,4.66,0.61,13171.29,7015.34,31.11,4335.0,,94.0,28.0,,1.15,673.2994527425
treatment company 11,16.629998999999998,11420.0,7527.0,2014-12-01,operator 14,2679.0,1770.2747,232.07,1.0,711.0,31390.93,0.31,0.03,0.26,0.88,3.45,0.59,11099.15,6782.27,28.56,5840.0,,79.0,16.0,8006999.0,1.21,3263.4108416937493
treatment company 10,-59.389998999999996,13570.0,7155.0,2015-12-01,operator 4,5440.0,4966.5132,0.14,5.0,0.0,34776.92,0.89,0.01,0.33,0.96,4.37,0.63,12531.58,7470.22,32.87,4575.0,9394.0,94.0,19.0,,1.04,997.23747285
treatment company 16,-33.639998999999996,16172.0,6864.0,2014-09-01,operator 13,9058.0,3784.8398,20.39,7.0,3356.0,31883.35,0.55,0.01,0.33,,5.0,0.46,13587.85,6968.79,30.87,4471.0,,89.0,29.0,16957420.0,1.13,1074.65313565
treatment company 5,-46.57,12082.0,6412.0,2017-05-01,operator 11,5420.0,,34.75,6.0,0.0,35162.27,0.29,0.01,0.34,,,0.6,13275.93,6959.58,30.94,,,69.0,27.0,5324778.0,0.9,1098.7215948625
treatment company 9,-24.120001000000002,12264.0,6716.0,2013-03-01,operator 14,5226.0,2885.4766,3.67,10.0,7519.0,33489.69,0.86,0.04,0.27,0.75,5.01,0.48,11617.26,6772.97,28.14,5287.0,,82.0,27.0,10424250.0,1.12,6370.2824244375
treatment company 11,-2.8199999,12850.0,7467.0,2015-08-01,operator 14,4577.0,,18.02,34.0,14540.0,34777.93,0.93,0.01,0.29,,3.69,0.5,11593.69,6767.96,29.25,5970.0,,80.0,25.0,9511643.0,1.06,1131.788645275
treatment company 12,-31.82,13575.0,8282.0,2014-07-01,operator 25,4838.0,881.9005699999999,1.78,7.0,4350.0,35207.9,1.36,0.09,0.21,,3.36,0.45,11634.62,6817.76,27.8,5355.0,,90.0,24.0,20169262.0,1.2,3147.6589771937493
treatment company 30,-27.83,12624.0,6953.0,2013-12-01,operator 4,4862.0,1507.4965,296.36,1.0,4382.0,31824.6,0.43,0.01,0.33,,4.72,0.57,13599.66,6944.12,30.83,5071.0,,63.0,18.0,4383690.0,0.79,531.2036933625
treatment company 2,-34.700001,12896.0,6068.0,2015-10-01,operator 7,6406.0,,303.04,1.0,5110.0,34914.63,0.47,0.02,0.33,,4.64,0.57,13160.76,7056.25,31.21,4397.0,,94.0,34.0,9147173.0,1.18,728.8275662106248
treatment company 2,-47.68,14388.0,6033.0,2016-01-01,operator 7,7609.0,3284.3848,26.71,17.0,8136.0,34777.93,0.44,0.02,0.34,0.87,4.68,0.59,13206.37,7037.54,31.15,4569.0,,96.0,39.0,10084494.0,1.01,305.0855348262499
treatment company 5,-51.27,12240.0,7598.0,2019-02-01,operator 11,4312.0,,9.75,10.0,7526.0,34210.47,0.45,,0.33,0.86,4.72,0.58,13283.0,7021.17,31.08,5323.0,,96.0,22.0,4336552.0,0.89,1840.3810628937495
treatment company 8,-25.59,13747.0,7818.0,2014-01-01,operator 6,5585.0,2788.1948,16.47,6.0,158.0,31241.58,0.86,0.06,0.22,,3.19,0.46,11661.61,6808.81,27.96,5807.0,,97.0,22.0,8197274.0,1.34,2624.637942447501
treatment company 4,-32.990002000000004,9900.0,6717.0,2016-08-01,operator 14,2733.0,1092.3148,17.99,19.0,9247.0,35133.95,0.86,0.04,0.27,0.76,5.04,0.48,11750.34,6772.9,28.04,5035.0,6085.0,82.0,12.0,4543721.0,1.04,1579.55345679375
treatment company 10,-59.25,17206.0,,2018-11-01,operator 11,10501.0,1451.0453,10.6,3.0,0.0,30766.58,0.41,0.01,0.33,0.85,4.74,0.45,13605.73,6963.16,30.84,4220.0,,84.0,53.0,,1.1,2261.2921130562504
treatment company 8,-50.669998,12325.0,6764.0,2014-10-01,operator 4,5311.0,3291.6992,277.01,1.0,4321.0,32717.59,0.52,0.02,0.34,,3.9,0.67,12783.17,6695.99,30.2,4860.0,,80.0,19.0,7369410.0,1.1,749.40185795
treatment company 1,-42.790001000000004,17895.0,5729.0,2017-10-01,operator 13,11712.0,2685.574,2.5,5.0,0.0,33853.4,0.26,0.01,0.34,0.86,4.68,0.61,13255.15,6964.58,30.96,4527.0,5654.0,89.0,57.0,34280264.0,1.12,1784.946373375
treatment company 9,-9.04,15165.0,6365.0,2019-01-01,operator 5,8130.0,4532.6094,3.8,4.0,4302.0,34013.21,0.57,0.01,0.33,0.83,4.87,0.43,13465.54,6951.16,30.86,3987.0,,76.0,41.0,16458000.0,1.2,2761.465505668749
treatment company 7,-31.68,13577.0,7561.0,2015-05-01,operator 6,5916.0,2708.6975,42.6,16.0,10354.0,33373.16,0.08,0.02,0.24,,3.64,0.63,11152.1,6789.84,28.12,5741.0,,96.0,26.0,14527511.0,1.47,7201.27788775
treatment company 2,-45.419998,13180.0,7439.0,2013-07-01,operator 20,5712.0,749.13312,4.67,4.0,3457.0,29541.19,0.42,,0.33,,4.74,0.45,13604.97,6962.41,30.84,5074.0,,91.0,11.0,,1.94,954.59954840625
treatment company 9,-3.7,16133.0,6552.0,2018-07-01,operator 5,8608.0,567.80035,8.85,15.0,8618.0,35216.37,1.25,0.05,0.34,,3.68,1.72,12467.47,6576.42,29.97,3910.0,5936.0,75.0,43.0,17321212.0,1.13,2543.457079325
treatment company 10,-35.849998,13856.0,7674.0,2016-05-01,operator 4,5916.0,3438.9258,37.17,36.0,14645.0,34899.41,0.33,0.03,0.33,,4.64,0.63,13000.53,7048.02,31.28,5612.0,,101.0,39.0,9741147.0,1.03,2601.4253833000002
treatment company 3,-23.049999,15551.0,6762.0,2017-03-01,operator 5,8328.0,2739.9282,71.57,4.0,6041.0,30912.55,1.3,0.06,0.34,,3.9,1.91,12345.68,6488.7,29.77,4346.0,,75.0,42.0,,1.1,3460.4180139625
treatment company 5,-4.48,15652.0,6706.0,2018-04-01,operator 5,8696.0,,9.62,14.0,6972.0,32819.55,1.35,0.06,0.34,0.5,3.86,1.96,12301.09,6481.84,29.77,4229.0,6258.0,73.0,42.0,21261340.0,1.2,2046.43333790625
treatment company 13,-14.77,11398.0,7127.0,2013-07-01,operator 24,4189.0,,0.86,2.0,0.0,34714.74,0.42,0.01,0.33,,4.74,0.51,13602.6,6939.74,30.82,3725.0,,70.0,18.0,3951120.0,1.12,483.1472361035001
treatment company 12,-30.77,13913.0,7421.0,2018-04-01,operator 25,5831.0,2130.0002,18.29,28.0,12231.0,32751.38,1.49,,0.24,,4.07,0.43,12230.4,6843.21,28.25,5018.0,8814.0,95.0,26.0,11516856.0,1.34,1709.580639675
treatment company 2,-24.469998999999998,15170.0,5719.0,2015-02-01,operator 2,9009.0,,1.22,18.0,0.0,35056.46,0.28,0.01,0.33,,4.68,0.6,13281.18,6956.75,30.93,4142.0,8334.0,108.0,25.0,14971150.0,2.05,1555.4716750874998
treatment company 1,-30.09,10491.0,5784.0,2011-01-01,operator 36,4257.0,2029.8225,7.23,14.0,7167.0,32982.52,0.43,0.02,0.34,0.87,4.68,0.59,13202.61,7034.19,31.14,4079.0,,80.0,20.0,,1.12,489.73470893124994
treatment company 5,-17.209999,12786.0,7624.0,2019-02-01,operator 11,3754.0,,2.16,4.0,2674.0,33885.21,0.28,0.02,0.33,0.8,4.67,0.62,13186.82,7008.4,31.09,5159.0,,96.0,20.0,3914280.0,0.86,1515.77471320625
treatment company 8,-28.23,11072.0,4935.0,2012-07-01,operator 6,5691.0,3287.748,6.15,9.0,5893.0,34669.05,0.61,0.01,0.33,,4.91,0.44,13481.45,6949.85,30.85,2708.0,,75.0,12.0,2886000.0,0.94,436.478172264375
treatment company 19,-26.91,17150.0,8261.0,2014-01-01,operator 20,7717.0,4057.7839,7.93,5.0,3311.0,34711.83,0.47,,0.34,,4.66,0.58,13184.96,7049.93,31.19,4927.0,,91.0,19.0,,1.51,1839.364313425
treatment company 11,-21.07,12945.0,6839.0,2016-03-01,operator 14,5599.0,1816.1163,70.67,5.0,5046.0,33522.77,1.24,0.05,0.32,,4.43,0.47,12847.74,6755.76,29.32,5410.0,7890.0,79.0,28.0,10648689.0,1.04,2118.991872725
treatment company 3,-34.27,14280.0,6658.0,2016-03-01,operator 5,7213.0,1527.0956,7.86,6.0,0.0,34744.92,1.42,0.06,0.34,,3.84,2.05,12181.59,6449.16,29.72,4708.0,5373.0,71.0,36.0,8491580.0,0.88,1848.181959775
treatment company 2,,16279.0,8629.0,2014-07-01,operator 20,7093.0,682.06403,2.55,2.0,2796.0,34715.37,0.28,0.03,0.25,,4.53,0.63,11867.0,7100.35,31.04,6130.0,,91.0,18.0,6848501.0,1.58,978.2579783948752
treatment company 3,-34.540001000000004,14741.0,6403.0,2016-07-01,operator 5,7949.0,995.26172,0.83,8.0,0.0,35326.04,0.05,0.02,0.34,0.88,4.66,0.67,13160.78,6912.23,30.8,4481.0,,74.0,40.0,11983442.0,0.89,2382.5786108062507
treatment company 4,-50.91,12245.0,6399.0,2013-07-01,operator 1,5323.0,,7.31,19.0,8855.0,34887.07,0.48,0.01,0.21,0.85,4.22,0.57,12780.76,6795.45,25.93,4613.0,6947.0,80.0,20.0,6729203.0,1.57,826.9926763875002
treatment company 12,-63.349998,11212.0,7586.0,2013-07-01,operator 26,2857.0,1810.1858,16.63,8.0,1443.0,30950.78,0.27,0.03,0.33,0.9,4.71,0.72,12883.52,7050.53,31.38,,8846.0,97.0,11.0,3474908.0,0.93,960.3526528999997
treatment company 12,-33.84,14980.0,8499.0,2013-01-01,operator 9,6161.0,1467.7083,9.27,17.0,6877.0,34564.35,0.96,0.06,0.29,0.25,4.29,0.64,11829.51,7085.67,31.9,6541.0,,90.0,22.0,8624770.0,1.22,1701.6398368250002
treatment company 5,-17.049999,12610.0,6966.0,2014-01-01,operator 24,5066.0,1018.7684,27.21,7.0,5088.0,30838.42,0.26,0.02,0.33,,4.68,0.61,13239.24,6958.72,30.94,4353.0,,80.0,15.0,5213466.0,1.33,1312.6293138
treatment company 1,-38.669998,16787.0,6900.0,2015-05-01,operator 13,9416.0,763.09772,120.11,5.0,3851.0,34614.13,0.62,0.02,0.33,,5.14,0.42,13594.43,6957.8,30.84,4507.0,,77.0,35.0,14740705.0,0.75,1760.2152563062498
treatment company 4,-37.700001,13232.0,6721.0,2016-08-01,operator 14,6261.0,1113.9095,0.28,17.0,7139.0,34022.14,0.87,0.04,0.27,,5.01,0.47,11626.51,6772.64,28.15,4981.0,6921.0,82.0,31.0,11810552.0,1.04,3781.41402871875
treatment company 12,-9.880000099999998,14013.0,8716.0,2014-01-01,operator 9,5099.0,2251.4021,11.93,19.0,8923.0,34993.51,0.92,0.05,0.29,,4.66,0.5,11731.58,7070.37,31.78,6237.0,,85.0,27.0,6121374.0,0.99,854.2890811749999
treatment company 12,-41.439999,13685.0,5715.0,2014-07-01,operator 22,7759.0,2947.9893,69.52,6.0,1813.0,34594.03,0.05,0.02,0.34,0.86,4.72,0.6,13166.48,6909.48,30.79,4212.0,,97.0,40.0,17536986.0,1.22,1221.4196012374996
treatment company 5,-34.939999,12090.0,7758.0,2013-07-01,operator 8,3608.0,738.28223,11.81,3.0,2211.0,27301.18,0.52,0.01,0.34,,4.74,0.41,13445.33,6920.13,30.79,5638.0,8893.0,83.0,13.0,3268319.0,1.06,375.6446135293749
treatment company 16,-18.92,15622.0,6557.0,2014-09-01,operator 8,8651.0,737.6460599999999,256.87,1.0,0.0,34614.25,1.23,0.05,0.34,0.54,3.77,1.81,12455.73,6546.06,29.9,4774.0,,89.0,57.0,14168515.0,0.93,1462.850855675
treatment company 9,-58.240002000000004,12210.0,6971.0,2014-08-01,operator 14,4061.0,1094.1536,266.91,1.0,0.0,30405.65,0.87,0.03,0.27,0.73,4.97,0.48,11507.7,6772.74,28.26,5029.0,,82.0,22.0,8370068.0,1.09,3531.6682111062496
treatment company 15,-30.98,15552.0,7682.0,2016-06-01,operator 4,7378.0,699.1449,8.6,6.0,4936.0,31220.69,0.87,0.05,0.34,0.5,3.86,1.05,12969.57,6597.97,29.94,5498.0,8913.0,95.0,49.0,9947400.0,0.89,1933.4007200875
treatment company 10,-37.450001,9652.0,6282.0,2012-07-01,operator 11,3050.0,2405.0974,9.75,10.0,0.0,35072.44,0.36,0.02,0.33,,4.79,0.48,13243.15,7165.6,31.39,3687.0,6085.0,69.0,10.0,3031008.0,0.98,188.02745414500004
treatment company 9,-26.299999,13580.0,6002.0,2014-01-01,operator 17,6660.0,,20.67,6.0,456.0,30606.71,0.85,0.08,0.26,,5.14,0.42,13794.82,6774.14,26.86,3714.0,,77.0,28.0,7643137.0,1.11,76.10724598750002
treatment company 1,-33.73,15034.0,6472.0,2017-07-01,operator 5,8109.0,,45.29,4.0,3962.0,29410.54,1.21,0.05,0.34,,3.71,1.72,12484.77,6574.81,29.96,3435.0,,77.0,41.0,14440718.0,1.09,2708.9654477125
treatment company 11,-36.27,11886.0,7118.0,2015-05-01,operator 14,4127.0,2124.6909,4.11,5.0,1357.0,30837.96,1.0,0.02,0.28,0.69,4.68,0.47,11558.58,6768.67,28.71,,7710.0,80.0,21.0,7986480.0,1.06,2991.7541544499995
treatment company 8,-50.16,13072.0,6555.0,2014-01-01,operator 1,5636.0,2381.4475,119.48,3.0,0.0,35097.13,0.37,0.02,0.33,,4.86,0.6,13414.16,7072.68,31.14,4351.0,,80.0,22.0,10848791.0,1.4,990.766618625
treatment company 1,-27.129998999999998,14946.0,7995.0,2012-01-01,operator 20,6599.0,1003.5295,5.86,12.0,0.0,34559.0,0.63,0.01,0.34,,4.93,0.45,13486.3,6960.06,,,,96.0,12.0,5987196.0,1.57,978.88002915625
treatment company 12,-3.76,14561.0,7946.0,2017-11-01,operator 4,6365.0,749.42029,17.19,8.0,1846.0,27140.45,0.06,,0.34,0.92,4.72,0.85,12946.19,6903.7,30.88,5671.0,,99.0,30.0,12986432.0,1.45,1579.51310275625
treatment company 12,-15.66,15712.0,7454.0,2016-10-01,operator 25,7323.0,,21.21,5.0,4794.0,34733.24,1.56,0.02,0.25,1.02,3.95,0.51,11991.69,6856.78,28.39,4218.0,,86.0,32.0,,1.21,2444.70202313125
treatment company 8,-37.380001,14450.0,8150.0,2014-07-01,operator 26,5185.0,2318.845,1.15,21.0,8963.0,32846.52,0.72,0.05,0.32,0.76,5.47,0.84,12875.51,7264.41,32.6,6172.0,9344.0,91.0,25.0,4657495.0,0.87,1175.6730005624995
treatment company 8,-74.879997,12031.0,8027.0,2015-06-01,operator 26,3252.0,4733.0356,54.54,7.0,4384.0,27957.49,1.03,0.06,0.32,0.65,5.48,0.82,12733.14,7346.02,32.73,6305.0,,96.0,14.0,5115583.0,0.98,1399.95013960625
treatment company 16,-79.440002,9964.0,5049.0,2014-01-01,operator 22,4665.0,2020.4347,12.04,3.0,0.0,34775.43,0.47,0.02,0.33,,4.68,0.59,13214.46,7040.7,,4575.0,,89.0,28.0,6980582.0,0.93,529.246823875
